name,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name
Omnimon,Digimon,BT17-078,7,9,5,Red,,[DNA Digivolve] Lv.6 w/[Greymon] in name + Lv.6 w/[Garurumon] in name : Cost 0 Stack the 2 specified Digimon and digivolve unsuspended.,White,,Holy Warrior,Royal Knight,,15000,Vaccine,SR,,,"[Hand] [Counter] ＜Blast DNA Digivolve ([WarGreymon] + [MetalGarurumon])＞ (1 of your specified Digimon and 1 specified card in hand may DNA digivolve into this card) ＜Raid＞ (When this Digimon attacks, you may switch the target of attack to 1 of your opponent's unsuspended Digimon with the highest DP). ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target). [On Play] [When Digivolving] If DNA digivolving, choose 1 of your opponent's Digimon and return all of your opponent's Digimon with the same level as it to the bottom of the deck. Then, delete 1 of your opponent's Digimon.","Ace Overflow ＜-5＞ (As this card moves from the field or under a card to an area other than those, lose 5 memory.)",[DNA Digivolve] Lv.6 w/[Greymon] in name + Lv.6 w/[Garurumon] in name : Cost 0 Stack the 2 specified Digimon and digivolve unsuspended.,Digimon Card Game,omnimon-bt17-078,2024-05-27 15:14:30,Omnimon ACE,557978,['BT-17: Booster Secret Crisis']
Takuya Kanbara,Tamer,BT17-079,,3,,,,,Red,,,,,,,r,,,"[Security] Play this card without paying the cost. [Start of Your Main Phase] If your opponent has a Digimon, gain 1 memory.","[Your Turn] This Digimon gets +2000 DP. While this Digimon has 10000 DP or more, it gains ＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would).",,Digimon Card Game,takuya-kanbara-bt17-079,2024-05-27 15:14:30,Takuya Kanbara,561097,['BT-17: Booster Secret Crisis']
Takato Matsuki,Tamer,BT17-080,,3,,,,,Red,,,,,,,r,,,"[Start of Your Main Phase] If you have a Digimon with [Guilmon], [Growlmon] or [Gallantmon] in its name, gain 1 memory. [End of Your Turn] By placing this Tamer and 1 [Growlmon] and 1 [WarGrowlmon] from your trash as the bottom digivolution cards of 1 of your [Guilmon], that Digimon may digivolve into [Gallantmon] in the hand, ignoring its digivolution requirements and without paying the cost.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,takato-matsuki-bt17-080,2024-05-27 15:14:30,Takato Matsuki,559316,['BT-17: Booster Secret Crisis']
Tai Kamiya & Matt Ishida,Tamer,BT17-081,,4,,,,,Red,Blue,,,,,,r,,,"[All Turns] When one of your Digimon is played or digivolves, by suspending this Tamer, if you have a Digimon with [Greymon] in its name, gain 1 memory. If you have a Digimon with [Garurumon] in its name, gain 1 memory. [End of Your Turn] [Once Per Turn] 1 of your Digimon with [Omnimon] in its name may attack a player.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,tai-kamiya-matt-ishida-bt17-081,2024-05-27 15:14:30,Tai Kamiya & Matt Ishida,557979,['BT-17: Booster Secret Crisis']
Minami Uehara,Tamer,BT17-082,,3,,,,,Blue,,,,,,,U,,,"[On Play] You may play 1 [Labramon] or [Seasarmon] from your hand or from one of your Digimon's digivolution cards without paying the cost. [Your Turn] When one of your Digimon is played from digivolution cards, by suspending this Tamer, 1 of your blue Digimon gains ＜Rush＞ (This Digimon can attack the turn it comes into play) for the turn.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,minami-uehara-bt17-082,2024-05-27 15:14:30,Minami Uehara,559307,"['Box Promotion Pack: Secret Crisis', 'BT-17: Booster Secret Crisis']"
Koji Minamoto,Tamer,BT17-083,,4,,,,,Blue,,,,,,,r,,,"[Security] Play this card without paying the cost. [Start of Your Turn] If you have 2 or less memory, set it to 3.","[Your Turn] [Once Per Turn] When an effect adds cards to your hand, gain 1 memory. Then, this Digimon gains ＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon) for the turn.",,Digimon Card Game,koji-minamoto-bt17-083,2024-05-27 15:14:30,Koji Minamoto,561098,['BT-17: Booster Secret Crisis']
Davis Motomiya & Ken Ichijoji,Tamer,BT17-084,,5,,,,,Blue,Green,,,,,,R,,,"[Start of Your Turn] If you have 2 or less memory, set it to 3. [All Turns] When one of your level 5 or higher Digimon with the [Free] trait would be deleted in battle, by suspending this Tamer, you may play 1 level 4 or lower Digimon card from that Digimon's digivolution cards without paying the cost. [End of Your Turn] 1 of your Digimon with the [Free] trait may attack an opponent's Digimon.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,davis-motomiya-ken-ichijoji-bt17-084,2024-05-27 15:14:30,Davis Motomiya & Ken Ichijoji,558723,['BT-17: Booster Secret Crisis']
Rika Nonaka,Tamer,BT17-085,,3,,,,,Yellow,,,,,,,U,,,"[Start of Your Main Phase] If your opponent has a Digimon, gain 1 memory. [Main] By placing this Tamer and 1 [Kyubimon] and 1 [Taomon] from your trash in any order as the bottom digivolution cards of one of your [Renamon], that Digimon may digivolve into [Sakuyamon] in your hand for a digivolution cost of 4, ignoring its digivolution requirements. If digivolved by this effect, you may return 1 Option card from your trash to the hand.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,rika-nonaka-bt17-085,2024-05-27 15:14:30,Rika Nonaka,559303,"['Box Promotion Pack: Secret Crisis', 'BT-17: Booster Secret Crisis', 'Secret Crisis: Movie Memorial Pack']"
Leon Alexander,Tamer,BT17-086,,3,,,,,Yellow,,Abadin Electronics,,,,,R,,,"[Security] Play this card without paying the cost. [Start of Your Main Phase] If you have a Digimon with [Pulsemon] in its text, gain 1 memory. [Main] ＜Mind Link＞ to 1 of your Digimon with [Pulsemon] in its text (Place this Tamer as that Digimon's bottom digivolution card if there are no Tamer cards in its digivolution cards).","[All Turns] While this Digimon has [Pulsemon] in its text, it gains ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target) and ＜Barrier＞ (When this Digimon would be deleted in battle, by trashing the top card of your security stack, prevent that deletion). [End of All Turns] You may play 1 [Leon Alexander] from this Digimon's digivolution cards without paying the cost.",,Digimon Card Game,leon-alexander-bt17-086,2024-05-27 15:14:30,Leon Alexander,561200,['BT-17: Booster Secret Crisis']
Marcus Damon,Tamer,BT17-087,,4,,,,,Yellow,Red,,,,,,r,,,"[On Play] 1 of your [Marcus Damon] is also treated as a 3000 DP Digimon that can't digivolve and gains ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target) until the end of your opponent's turn. [All Turns] When this Tamer becomes suspended, 1 of your Digimon gets +3000 DP for the turn. If you have a Digimon with [Agumon] or [Greymon] in its name, gain 1 memory.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,marcus-damon-bt17-087,2024-05-27 15:14:30,Marcus Damon,561110,['BT-17: Booster Secret Crisis']
Willis,Tamer,BT17-088,,4,,,,,Green,,,,,,,U,,,"[On Play] [Start of Your Main Phase] 1 of your green Digimon gets +2000 DP until the end of your opponent's turn. [Your Turn] When one of your Digimon with [Terriermon] or [Lopmon] in its name is played, by suspending this Tamer, 1 of your Digimon with [Terriermon] or [Lopmon] in its name may digivolve into a Digimon card in the hand with the digivolution cost reduced by 2.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,willis-bt17-088,2024-05-27 15:14:30,Willis,558568,"['Box Promotion Pack: Secret Crisis', 'BT-17: Booster Secret Crisis']"
Rhythm,Tamer,BT17-089,,4,,,,,Green,Yellow,,,,,,U,,,"[Your Turn] When an effect suspends one of your Digimon, you may suspend this Tamer. [Your Turn] When this Tamer becomes suspended, gain 1 memory. Then, if you have [Argomon] or a yellow Digimon with [Agumon] or [Greymon], ＜Draw 1＞ (Draw 1 card from your deck).",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,rhythm-bt17-089,2024-05-27 15:14:30,Rhythm,561111,"['Box Promotion Pack: Secret Crisis', 'BT-17: Booster Secret Crisis']"
Tomonori Ryusenji,Tamer,BT17-090,,3,,,,,Purple,,Abadin Electronics,,,,,R,,,"[Your Turn] When an effect places a Tamer card in one of your Digimon's digivolution cards, by suspending this Tamer, gain 1 memory. [End of Opponent's Turn] [Once Per Turn] If this Tamer is suspended, 1 of your Digimon with a Tamer card in its digivolution cards may digivolve into a Digimon card with [Dex] or [DeathX] in its name in the trash without paying the cost.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,tomonori-ryusenji-bt17-090,2024-05-27 15:14:30,Tomonori Ryusenji,561201,['BT-17: Booster Secret Crisis']
Code Cracker Fang,Tamer,BT17-091,,4,,,,,Purple,,SoC,,,,,U,,,"[Security] Play this card without paying the cost. [Start of Your Turn] If you have 2 or less memory, set it to 3. [Main] ＜Mind Link＞ to 1 of your Digimon with the [Dark Animal] or [SoC] trait (Place this Tamer as that Digimon's bottom digivolution card if there are no Tamer cards in its digivolution cards).","[All Turns] While this Digimon has the [Dark Animal] or [SoC] trait, it gains ＜Alliance＞ (When this Digimon attacks, by suspending 1 of your other Digimon, add the suspended Digimon's DP to this Digimon and it gains ＜Security A. +1＞ for the attack) and ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target). [End of All Turns] You may play 1 [Eiji Nagasumi] from this Digimon's digivolution cards without paying the cost.",,Digimon Card Game,cracker-fang-bt17-091,2024-05-27 15:14:30,Code Cracker Fang,561202,['BT-17: Booster Secret Crisis']
Menoa Bellucci,Tamer,BT17-092,,3,,,,,White,,,,,,,U,,,"[On Play] By trashing 1 [Morphomon] or [Eosmon] in your hand, ＜Draw 2＞ (Draw 2 cards from your deck). [All Turns] While you have [Eosmon], all of your opponent's Tamers [On Play] effects don't activate. [Opponent's Turn] [Once Per Turn] When one of your [Eosmon] would leave the battle area by an opponent's effect, by deleting 1 of your other [Eosmon], prevent it.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,menoa-bellucci-bt17-092,2024-05-27 15:14:30,Menoa Bellucci,561121,"['Box Promotion Pack: Secret Crisis', 'BT-17: Booster Secret Crisis']"
Tai Kamiya & Kari Kamiya,Tamer,BT17-093,,3,,,,,White,,,,,,,R,,,"[All Turns] When you hatch in the breeding area, by suspending this Tamer, gain 1 memory. [End of Your Turn] By returning this Tamer to the bottom of the deck, ＜Draw 1＞ (Draw 1 card from your deck). Then, you may play 1 Tamer card with [Tai Kamiya] or [Kari Kamiya] in its name from your hand without paying the cost.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,tai-kamiya-kari-kamiya-bt17-093,2024-05-27 15:14:30,Tai Kamiya & Kari Kamiya,557961,['BT-17: Booster Secret Crisis']
Ancient Guardian Deity,Option,BT17-094,,2,,,,,Red,Blue,Ten Warriors,,,,,u,,,"While you have a Tamer or a Digimon with the [Hybrid] trait, you may ignore this card's color requirements. [Main] You may return 1 Digimon card with the [Hybrid] trait or [Ten Warriors] trait from your trash to the hand. Then, you may play 1 Digimon card with the [Ten Warriors] trait or 1 Tamer card with inherited effects from your hand with the play cost reduced by 4.","Security Effect [Security] You may play 1 Tamer card with an inherited effect from your hand or trash without paying the cost. Then, add this card to the hand.",,Digimon Card Game,ancient-guardian-deity-bt17-094,2024-05-27 15:14:30,Ancient Guardian Deity,561099,"['BT-17: Booster Secret Crisis', 'Secret Crisis: Movie Memorial Pack']"
Miraculous Mega Knight,Option,BT17-095,,2,,,,,Red,Blue,,,,,,U,,,"[Main] You may play 1 [Agumon] or [Gabumon] from your hand or trash without paying the cost. Then, place this card in the battle area. [All Turns] When one of your level 6 Digimon with [Greymon] or [Garurumon] in its name would leave the battle area outside of a battle, ＜Delay＞ (After this card is placed, by trashing it the next turn or later, activate the effect below). ・That Digimon and a card in the hand may DNA digivolve into a Digimon card with [Omnimon] in its name in the hand.","Security Effect [Security] You may play 1 card with [Tai Kamiya] or [Matt Ishida] in its name from your hand or trash without paying the cost. Then, add this card to the hand.",,Digimon Card Game,miraculous-ultimate-knight-bt17-095,2024-05-27 15:14:30,Miraculous Mega Knight,557980,['BT-17: Booster Secret Crisis']
Crimson Savior,Option,BT17-096,,3,,,,,Red,,,,,,,U,,,"[Main] You may play 1 [Guilmon] or [Takato Matsuki] from your hand or trash without paying the cost. Then, place this card in the battle area. [All Turns] When an opponent's level 5 or higher Digimon is played, ＜Delay＞ (After this card is placed, by trashing it the next turn or later, activate the effect below). ・1 of your Digimon may digivolve into a Digimon card with [Gallantmon] in its name in the hand without paying the cost.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,crimson-savior-bt17-096,2024-05-27 15:14:30,Crimson Savior,559317,['BT-17: Booster Secret Crisis']
Return to the Primogenitor,Option,BT17-097,,2,,,,,Blue,Green,,,,,,u,,,"[Main] 1 of your Digimon may digivolve into a level 5 or higher Digimon card with the [Free] trait in your hand with the digivolution cost reduced by 4. Then, place this card in the battle area. [All Turns] When one of your Digimon with the [Free] trait would be deleted other than by one of your effects, ＜Delay＞ (After this card is placed, by trashing it the next turn or later, activate the effect below). ・By digivolving that Digimon into a Digimon card with [Imperialdramon] in its name in your hand without paying the cost, prevent that deletion.","Security Effect [Security] You may play 1 Tamer card with [Davis Motomiya] or [Ken Ichijoji] in its name from your hand or trash without paying the cost. Then, place this card in the battle area.",,Digimon Card Game,return-to-ancestry-bt17-097,2024-05-27 15:14:30,Return to the Primogenitor,558724,['BT-17: Booster Secret Crisis']
Hacker Pride,Option,BT17-098,,3,,,,,Yellow,,Abadin Electronics,,,,,U,,,"[Main] Reveal the top 3 cards of your deck. Add 1 card with [Pulsemon] in its text among them to the hand. Return the rest to the bottom of the deck. Then, place this card in the battle area. [Main] ＜Delay＞ (After this card is placed, by trashing it the next turn or later, activate the effect below). ・By placing the top card of 1 of your level 4 or higher Digimon with [Pulsemon] in its text on top of your security stack, gain 2 memory.","Security Effect [Security] Reveal the top 3 cards of your deck. Add 1 card with [Pulsemon] in its text among them to the hand. Return the rest to the bottom of the deck. Then, place this card in the battle area.",,Digimon Card Game,hacker-s-pride-bt17-098,2024-05-27 15:14:30,Hacker Pride,561203,['BT-17: Booster Secret Crisis']
Awakening of the Sun,Option,BT17-099,,3,,,,,Yellow,,,,,,,U,,,"[Main] You may play 1 [Marcus Damon] or [Rhythm] from your hand or trash without paying the cost. Then, place this card in the battle area. [All Turns] When one of your Tamers is deleted or returned to the hand, ＜Delay＞ (After this card is placed, by trashing it the next turn or later, activate the effect below). ・1 of your Digimon may digivolve into a Digimon card with [ShineGreymon] in its name in the hand without paying the cost.","Security Effect [Security] You may play 1 card with [Marcus Damon] or [Rhythm] in its name from your hand or trash without paying the cost. Then, place this card in the battle area.",,Digimon Card Game,awakening-of-the-sun-bt17-099,2024-05-27 15:14:30,Awakening of the Sun,561109,"['BT-17: Booster Secret Crisis', 'Secret Crisis: Movie Memorial Pack']"
Doomsday Clock,Option,BT17-100,,3,,,,,Black,,,,,,,U,,,"[Security] Add this card to the hand. [Main] Play 1 [Diaboromon] Token without paying the cost (Digimon/Cost 14/Lv.6/White/Mega/Unknown/Unidentified/3000 DP). Then, place this card as the bottom digivolution card of 1 of your [Diaboromon] without [Doomsday Clock] in its digivolution cards. [Start of Your Turn] If 4 [Doomsday Clock]s are placed in your battle area, you win the game.","[All Turns] When this Digimon would leave the battle area by an opponent's effect, by deleting 1 of your other [Diaboromon], prevent it from leaving. [End of Opponent's Turn] Place 1 [Doomsday Clock] from this Digimon's digivolution cards in the battle area.",,Digimon Card Game,doomsday-clock-bt17-100,2024-05-27 15:14:30,Doomsday Clock,557983,['BT-17: Booster Secret Crisis']
Fenriloogamon: Takemikazuchi,Digimon,BT17-101,7,16,6,,,[DNA Digivolve] [Fenriloogamon] + [Kazuchimon] : Cost 0 Stack the 2 specified Digimon and digivolve unsuspended.,Purple,Yellow,Dark Animal,X Antibody,,16000,Virus,SEC,,,"[Trash] [Your Turn] When one of your level 6 Digimon with [Pulsemon] in its text is played, 2 of your Digimon may DNA digivolve into this card. [When Digivolving] 1 of your opponent's Digimon gets -16000 DP for the turn. If DNA digivolving, you may set the memory to 3 on the opponent's side. Then, if this Digimon has a Tamer in its digivolution cards, gain 1 memory and ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack). [When Attacking] By trashing the top card of your security stack, trash the top card of your opponent's security stack.",,[DNA Digivolve] [Fenriloogamon] + [Kazuchimon] : Cost 0 Stack the 2 specified Digimon and digivolve unsuspended.,Digimon Card Game,fenriloogamon-takemikazuchi-bt17-101,2024-05-27 15:14:30,Fenriloogamon: Takemikazuchi,561204,['BT-17: Booster Secret Crisis']
Greymon,Digimon,BT17-102,4,5,3,Red,,[Digivolve] Lv.3 w/[Agumon] in name: Cost 2,White,,Dinosaur,,,5000,Vaccine,SEC,,,"[When Digivolving] If this Digimon's name is [Koromon], it gets +3000 DP for the turn. Then, delete 1 of your opponent's Digimon with as much or less DP as this Digimon. [All Turns] This Digimon has all the names of level 3 and lower cards in its digivolution cards. [On Deletion] You may play 1 Tamer card with [Tai Kamiya] or [Kari Kamiya] in its name from your hand without paying the cost, or hatch in your breeding area.","[On Deletion] You may play 1 Tamer card with [Tai Kamiya] or [Kari Kamiya] in its name from your hand without paying the cost, or hatch in your breeding area.",[Digivolve] Lv.3 w/[Agumon] in name: Cost 2,Digimon Card Game,greymon-bt17-102,2024-05-27 15:14:30,Greymon,557957,['BT-17: Booster Secret Crisis']
DemiMeramon,Digi-Egg,BT18-001,2,,,,,,Red,,Flame,,,,,U,,,"Inherited Effect [When Attacking] [Once Per Turn] If you have a red Tamer, delete 1 of your opponent's Digimon with 3000 DP or less.",,,Digimon Card Game,demimeramon-bt18-001,2024-06-06 12:20:10,DemiMeramon,587290,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Chapmon,Digi-Egg,BT18-002,2,,,,,,Blue,,Lesser,,,,,U,,,"Inherited Effect [All Turns] While you have another blue Digimon, this Digimon gets +1000 DP.",,,Digimon Card Game,chapmon-bt18-002,2024-06-09 12:20:08,Chapmon,587291,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Wanyamon,Digi-Egg,BT18-003,2,,,,,,Yellow,,Lesser,,,,,U,,,"Inherited Effect [When Attacking] [Once Per Turn] If you have a yellow Tamer, 1 of your opponent's Digimon gets -2000 DP for the turn.",,,Digimon Card Game,wanyamon-bt18-003,2024-06-06 12:20:15,Wanyamon,587292,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Puroromon,Digi-Egg,BT18-004,2,,,,,,Green,,Larva,X Antibody,,,,U,,,"Inherited Effect [Start of Your Main Phase] By placing 1 Digimon card with the [Royal Base] trait from your hand face up as the bottom security card, add your top security card to the hand.",,,Digimon Card Game,puroromon-bt18-004,2024-06-08 12:20:07,Puroromon,587293,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Kozenimon,Digi-Egg,BT18-005,2,,,,,,Black,,Mutant,,,,,U,,,"Inherited Effect [All Turns] [Once Per Turn] When this Digimon deletes an opponent's Digimon in battle, ＜Draw 1＞ (Draw 1 card from your deck).",,,Digimon Card Game,kozenimon-bt18-005,2024-06-15 12:03:20,Kozenimon,587294,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Frimon,Digi-Egg,BT18-006,2,,,,,,Purple,,Lesser,,,,,U,,,Inherited Effect [On Deletion] Trash the top card of your deck for each color of your opponent's Digimon and Tamers.,,,Digimon Card Game,frimon-bt18-006,2024-05-31 7:35:35,Frimon,587295,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Gazimon,Digimon,BT18-007,3,3,1,,,[Digivolve] [Pagumon]: Cost 0,Red,Purple,Mammal,,,1000,Virus,C,,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Millenniummon] in its name and 1 card with the [Composite] or [Wicked God] trait among them to the hand. Return the rest to the bottom of the deck.,"＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling).",[Digivolve] [Pagumon]: Cost 0,Digimon Card Game,gazimon-bt18-007,2024-06-16 12:03:29,Gazimon,586750,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Goblimon,Digimon,BT18-008,3,3,0,Red,2,,Red,,Demon,,Rookie,2000,Virus,C,Rookie,,[On Play] Delete 1 of your opponent's Digimon with 2000 DP or less.,,,Digimon Card Game,goblimon-bt18-008,2024-06-01 7:36:17,Goblimon,586922,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Shamanmon,Digimon,BT18-009,3,3,0,Red,2,,Red,,Demon,,Rookie,2000,Virus,C,Rookie,,[All Turns] Your opponent can't gain memory except with Tamer effects.,,,Digimon Card Game,shamanmon-bt18-009,2024-06-03 7:34:51,Shamanmon,587296,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Bokomon,Digimon,BT18-010,3,3,0,,,,Red,,Mutant,,,1000,Vaccine,C,,,"[On Play] Reveal the top 3 cards of your deck. Add 1 card with the [Hybrid] or [Ten Warriors] trait and 1 red Tamer card with inherited effects among them to the hand. Return the rest to the bottom of the deck. [Your Turn] [Once Per Turn] When any of your Digimon or Tamers digivolve into Digimon with the [Hybrid] or [Ten Warriors] trait, gain 1 memory.",,,Digimon Card Game,bokomon-bt18-010,2024-06-07 7:34:07,Bokomon,586900,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Agunimon,Digimon,BT18-011,4,5,3,,,[Digivolve] [Takuya Kanbara]: Cost 2  [Digivolve] [BurningGreymon]: Cost 0,Red,Purple,Wizard,,Hybrid,5000,Variable,R,Hybrid,,[When Digivolving] You may return 1 card with the [Hybrid] or [Ten Warriors] trait or 1 Tamer card with inherited effects from your trash to the hand.,[Your Turn] This Digimon gets +2000 DP.,[Digivolve] [Takuya Kanbara]: Cost 2  [Digivolve] [BurningGreymon]: Cost 0,Digimon Card Game,agunimon-bt18-011,2024-05-27 15:14:30,Agunimon,586767,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Grumblemon,Digimon,BT18-012,4,5,2,,,[Digivolve] [Gigasmon]: Cost 0,Red,,Demon,,Hybrid,5000,Variable,C,Hybrid,,[On Play] [When Digivolving] Delete 1 of your opponent's Digimon with 3000 DP or less.,[When Attacking] [Once Per Turn] Delete 1 of your opponent's Digimon with 3000 DP or less.,[Digivolve] [Gigasmon]: Cost 0,Digimon Card Game,grumblemon-bt18-012,2024-06-07 12:20:14,Grumblemon,586923,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Deltamon,Digimon,BT18-013,4,5,3,,,[Digivolve] [Gazimon]/[Gizamon]: Cost 2,Red,Purple,Composite,,,5000,Virus,C,,,"＜Raid＞ (When this Digimon attacks, you may switch the target of attack to 1 of your opponent's unsuspended Digimon with the highest DP). [On Play] [When Digivolving] By trashing 1 card in your hand, return 1 card with the [Composite] or [Wicked God] trait from your trash to the hand.","＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling).",[Digivolve] [Gazimon]/[Gizamon]: Cost 2,Digimon Card Game,deltamon-bt18-013,2024-06-16 12:03:16,Deltamon - BT18-013,586752,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Gigasmon,Digimon,BT18-014,4,6,3,,,[Digivolve] [Grumblemon]: Cost 1,Red,,Mineral,,Hybrid,6000,Variable,C,Hybrid,,[On Play] [When Digivolving] 1 of your Digimon gains ＜Rush＞ (This Digimon can attack the turn it comes into play) for the turn.,[When Attacking] [Once Per Turn] Delete 1 of your opponent's Digimon with 3000 DP or less.,[Digivolve] [Grumblemon]: Cost 1,Digimon Card Game,gigasmon-bt18-014,2024-06-07 12:20:20,Gigasmon,586924,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Kimeramon,Digimon,BT18-015,5,8,4,,,[Digivolve] Lv.4 w/[Composite] trait: Cost 3,Red,Purple,Composite,,,8000,Data,R,,,"[When Digivolving] [When Attacking] By deleting 1 of your Digimon, delete 1 of your opponent's Digimon with the lowest DP. [On Deletion] You may DNA digivolve 1 of your [Machinedramon] in play and 1 [Kimeramon] in the trash into [Millenniummon] in the hand.",＜Security A. +1＞ (This Digimon checks 1 additional security card).,[Digivolve] Lv.4 w/[Composite] trait: Cost 3,Digimon Card Game,kimeramon-bt18-015,2024-06-16 12:03:09,Kimeramon - BT18-015,586754,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Volcanomon,Digimon,BT18-016,5,9,3,,,,Red,,Cyborg,,,9000,Virus,C,,,"[When Digivolving] ＜Blitz＞ (If your opponent has 1 or more memory, this Digimon may attack). [When Attacking] This Digimon gets +2000 DP until the end of your opponent's turn.",,,Digimon Card Game,volcanomon-bt18-016,2024-06-01 12:20:15,Volcanomon,586925,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
AncientVolcanomon,Digimon,BT18-017,6,12,4,,,"DigiXros Requirements [DigiXros -2] [Grumblemon] x [Gigasmon]  When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Red,,Ancient Mineral,Ten Warriors,,12000,Virus,U,,,"[On Play] [When Digivolving] Delete all of your opponent's Digimon with the lowest DP. [All Turns] When this Digimon would leave the battle area, you may return to the hand or play 1 level 4 or lower red Digimon card from this Digimon's digivolution cards without paying the cost.",,"DigiXros Requirements [DigiXros -2] [Grumblemon] x [Gigasmon]  When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Digimon Card Game,ancientvolcanomon-bt18-017,2024-06-08 7:42:14,AncientVolcanomon,586918,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
EmperorGreymon,Digimon,BT18-018,6,13,5,,,[Digivolve] [Takuya Kanbara] w/5 [Hybrid] trait cards under: Cost 5,Red,Green,Dragon Warrior,,Hybrid,13000,Variable,SR,Hybrid,,"[When Digivolving] For each color in this Digimon's digivolution cards, trash any 1 digivolution card from your opponent's Digimon and suspend 1 of their Digimon. Then, this Digimon may attack. [Your Turn] [Once Per Turn] When this Digimon deletes your opponent's Digimon in battle, it gains ＜Security A. +1＞ (This Digimon checks 1 additional security card) for the turn and unsuspends.",,[Digivolve] [Takuya Kanbara] w/5 [Hybrid] trait cards under: Cost 5,Digimon Card Game,emperorgreymon-bt18-018,2024-05-27 15:14:30,EmperorGreymon,586795,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0', 'Special Booster Ver.2.0 Lucky Pack']"
Millenniummon,Digimon,BT18-019,7,14,4,,,[DNA Digivolve] [Kimeramon] + [Machinedramon] : Cost 0 Stack the 2 specified Digimon and digivolve unsuspended.,Red,Black,Composite,,,14000,Virus,SR,,,"[On Play] [When Digivolving] Delete 1 of your opponent's Digimon. Then, if DNA digivolving, by returning 1 of each Digimon card with different levels from your opponent's trash to the top of the deck, gain 1 memory for each card returned. [On Deletion] By returning 1 [Kimeramon] and 1 [Machinedramon] from your trash to the bottom of the deck, you may play 1 [Millenniummon] from your trash without paying the cost.",,[DNA Digivolve] [Kimeramon] + [Machinedramon] : Cost 0 Stack the 2 specified Digimon and digivolve unsuspended.,Digimon Card Game,millenniummon-bt18-019,2024-06-16 12:02:59,Millenniummon,586760,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0', 'Special Booster Ver.2.0 Lucky Pack']"
Syakomon,Digimon,BT18-020,3,2,0,,,,Blue,,Crustacean,,,3000,Virus,C,,,,,,Digimon Card Game,syakomon-bt18-020,2024-06-09 12:20:16,Syakomon,586926,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
